SignatureA	SignatureB	LD
ACTG2 NOX3	IL2RA	2
ACTG2 NOX3	ITPR3	2
ACTG2 NOX3	ITPR3 PTPRR	2
ACTG2 NOX3	KCNA1	2
ACTG2 NOX3	KCNA1 RASGRF1 SRRM1	3
ACTG2 NOX3	KCNA1 UBQLN3	2
ACTG2 NOX3	KCNJ16	2
ACTG2 NOX3	KCNJ16 SCN2A	2
ACTG2 NOX3	KCNJ9 KIAA0922	2
ACTG2 NOX3	KCNQ1DN TRH	2
ACTG2 NOX3	KIAA0922	2
ACTG2 NOX3	KIF14	2
ACTG2 NOX3	KRT33B NCF1	2
ACTG2 NOX3	KRT33B SLC7A2	2
ACTG2 NOX3	LAMA2	2
ACTG2 NOX3	LAMA2 TLE4 TP53	3
ACTG2 NOX3	LAP3	2
ACTG2 NOX3	LFNG	2
ACTG2 NOX3	LRP2BP	2
ACTG2 NOX3	MED22	2
ACTG2 NOX3	MS4A2	2
ACTG2 NOX3	MTCH1	2
ACTG2 NOX3	MYO16	2
ACTG2 NOX3	MYO16 PRMT1	2
ACTG2 NOX3	MYO16 UBQLN3	2
ACTG2 NOX3	MYO3A	2
ACTG2 NOX3	NHLH2	2
ACTG2 NOX3	NHLH2 SERINC2 UBQLN3	3
ACTG2 NOX3	NPY2R	2
ACTG2 NOX3	NPY5R	2
ACTG2 NOX3	NPY5R SCN1B	2
ACTG2 NOX3	PABPN1	2
ACTG2 NOX3	PABPN1 SCN1B SLCO4C1	3
ACTG2 NOX3	PAIP2B	2
ACTG2 NOX3	PAIP2B SLC6A13	2
ACTG2 NOX3	PF4V1	2
ACTG2 NOX3	PLA2G2E	2
ACTG2 NOX3	PODXL	2
ACTG2 NOX3	POLQ	2
ACTG2 NOX3	PRMT1	2
ACTG2 NOX3	PRMT1 UBQLN3	2
ACTG2 NOX3	PTGER1	2
ACTG2 NOX3	PTPRR	2
ACTG2 NOX3	RASGRF1	2
ACTG2 NOX3	RASGRF1 STXBP2 TDO2	3
ACTG2 NOX3	RASGRP3	2
ACTG2 NOX3	RGS16	2
ACTG2 NOX3	RYR1	2
ACTG2 NOX3	RYR1 SSTR4	2
ACTG2 NOX3	SCN1B	2
ACTG2 NOX3	SCN2A	2
ACTG2 NOX3	SEC14L4	2
ACTG2 NOX3	SERINC2	2
ACTG2 NOX3	SLC12A2	2
ACTG2 NOX3	SLC16A7	2
ACTG2 NOX3	SLC25A1	2
ACTG2 NOX3	SLC30A3	2
ACTG2 NOX3	SLC6A13	2
ACTG2 NOX3	SLC8A2	2
ACTG2 NOX3	SLCO1A2	2
ACTG2 NOX3	SLCO2A1	2
ACTG2 NOX3	SPAG8	2
ACTG2 NOX3	SRRM1	2
ACTG2 NOX3	SSTR4	2
ACTG2 NOX3	ST3GAL1	2
ACTG2 NOX3	STK39	2
ACTG2 NOX3	SV2B	2
ACTG2 NOX3	SYNE1	2
ACTG2 NOX3	TAS2R16	2
ACTG2 NOX3	TGFB3	2
ACTG2 NOX3	TLE4	2
ACTG2 NOX3	TLE4 TP53	2
ACTG2 NOX3	TMEM57	2
ACTG2 NOX3	TNFAIP8	2
ACTG2 NOX3	TNFSF10	2
ACTG2 NOX3	TNS1	2
ACTG2 NOX3	TP53	2
ACTG2 NOX3	TP53 TRPC6	2
ACTG2 NOX3	TRPC6	2
ACTG2 NOX3	TSGA10	2
ACTG2 NOX3	TST	2
ACTG2 NOX3	U2AF2	2
ACTG2 NOX3	UBQLN3	2
ACTG2 NOX3	UCN	2
ACTG2 NOX3	VPS4A	2
ACTG2 NOX3	WNT1	2
ACTG2 SLC16A7	ACTG2 SNTG2	-4
ACTG2 SLC16A7	ACTG2 TP53	-4
ACTG2 SLC16A7	ACVR2A DNAL4 MS4A2 POLQ	4
ACTG2 SLC16A7	ADH1B	2
ACTG2 SLC16A7	AK1 LAMA2 LXN POLQ	4
ACTG2 SLC16A7	AMACR	2
ACTG2 SLC16A7	AMACR HSP90AA1	2
ACTG2 SLC16A7	ANK1	2
ACTG2 SLC16A7	ANK1 NPHP1	2
ACTG2 SLC16A7	ANK1 POLQ TNFSF10	3
ACTG2 SLC16A7	ANK1 TP53	2
ACTG2 SLC16A7	AQP7	2
ACTG2 SLC16A7	AQP7 PTGER1	2
ACTG2 SLC16A7	ARPC5L	2
ACTG2 SLC16A7	ATP1B2	2
ACTG2 SLC16A7	BCL2A1	2
ACTG2 SLC16A7	BCL2A1 LAMA2	2
ACTG2 SLC16A7	CALCA	2
ACTG2 SLC16A7	CALCA NPTX1	2
ACTG2 SLC16A7	CALCA TP53	2
ACTG2 SLC16A7	CALML3	2
ACTG2 SLC16A7	CARD9	2
ACTG2 SLC16A7	CARD9 FGR SRRM1	3
ACTG2 SLC16A7	CCDC121 SEC14L4 SPAG8	3
ACTG2 SLC16A7	CCL2	2
ACTG2 SLC16A7	CD209	2
ACTG2 SLC16A7	CDK2	2
ACTG2 SLC16A7	CDK2 GPR68	2
ACTG2 SLC16A7	CDK2 SCN2A SLC8A2	3
ACTG2 SLC16A7	CEP152	2
ACTG2 SLC16A7	CLTCL1 ID4	2
ACTG2 SLC16A7	COCH	2
ACTG2 SLC16A7	COL1A2	2
ACTG2 SLC16A7	COX17	2
ACTG2 SLC16A7	COX17 LAMA2	2
ACTG2 SLC16A7	CRB1	2
ACTG2 SLC16A7	CREB1	2
ACTG2 SLC16A7	CRYGC MAP3K1 POLQ	3
ACTG2 SLC16A7	CXCL13	2
ACTG2 SLC16A7	CXCL13 DLX5 LRP2BP	3
ACTG2 SLC16A7	CXCL2	2
ACTG2 SLC16A7	CXCL2 PTGER1	2
ACTG2 SLC16A7	CYP1A1 LAMA2	2
ACTG2 SLC16A7	CYP1A1 LAMA2 TRPC6	3
ACTG2 SLC16A7	CYP1A1 NHLH2	2
ACTG2 SLC16A7	CYP1A1 PABPN1	2
ACTG2 SLC16A7	CYP3A4	2
ACTG2 SLC16A7	CYP3A4 E2F6 ITPR3 SRRM1	4
ACTG2 SLC16A7	CYP3A4 ELF3 POLQ	3
ACTG2 SLC16A7	CYP3A4 FMO1 HNRNPL	3
ACTG2 SLC16A7	CYP3A4 FXYD6	2
ACTG2 SLC16A7	CYP3A4 PODXL	2
ACTG2 SLC16A7	CYP4A11 GKN1 ZSCAN18	3
ACTG2 SLC16A7	CYP4F8	2
ACTG2 SLC16A7	CYP4F8 ICAM4	2
ACTG2 SLC16A7	CYP4F8 MYO3A	2
ACTG2 SLC16A7	DAPK2	2
ACTG2 SLC16A7	DDR2 PRKCB	2
ACTG2 SLC16A7	DLX5	2
ACTG2 SLC16A7	DLX5 GRM4 TAS2R16	3
ACTG2 SLC16A7	DNM3	2
ACTG2 SLC16A7	DNM3 STXBP2	2
ACTG2 SLC16A7	DPPA4	2
ACTG2 SLC16A7	DPPA4 HRG	2
ACTG2 SLC16A7	DTNA	2
ACTG2 SLC16A7	DYNC1H1 SNAI1	2
ACTG2 SLC16A7	E2F6 PTGER1	2
ACTG2 SLC16A7	ELF3	2
ACTG2 SLC16A7	ELF3 FGF22	2
ACTG2 SLC16A7	ELF3 PTGER1	2
ACTG2 SLC16A7	ELF3 SCN1B SLCO4C1	3
ACTG2 SLC16A7	EPHA7	2
ACTG2 SLC16A7	EWSR1	2
ACTG2 SLC16A7	EWSR1 HRG	2
ACTG2 SLC16A7	EWSR1 MED22	2
ACTG2 SLC16A7	EWSR1 PRMT1	2
ACTG2 SLC16A7	EWSR1 SCN2A	2
ACTG2 SLC16A7	EWSR1 SLC7A2	2
ACTG2 SLC16A7	EWSR1 SPRR1A	2
ACTG2 SLC16A7	EWSR1 UBQLN3	2
ACTG2 SLC16A7	FGA	2
ACTG2 SLC16A7	FGB	2
ACTG2 SLC16A7	FGF22	2
ACTG2 SLC16A7	FGR	2
ACTG2 SLC16A7	FXYD6	2
ACTG2 SLC16A7	GAS1 TP53	2
ACTG2 SLC16A7	GLDC ZSCAN18	2
ACTG2 SLC16A7	GLTSCR2	2
ACTG2 SLC16A7	GLTSCR2 MTCH1	2
ACTG2 SLC16A7	GNG3	2
ACTG2 SLC16A7	GNG3 HBE1	2
ACTG2 SLC16A7	GNG3 HTR2A	2
ACTG2 SLC16A7	GNG3 MTCH1	2
ACTG2 SLC16A7	GNG3 SEC14L4	2
ACTG2 SLC16A7	GNG3 TAS2R16	2
ACTG2 SLC16A7	GPR68	2
ACTG2 SLC16A7	GPR68 GRM4	2
ACTG2 SLC16A7	GRM4	2
ACTG2 SLC16A7	GRM4 ITPR3	2
ACTG2 SLC16A7	GTF2F2	2
ACTG2 SLC16A7	GUCY2D	2
ACTG2 SLC16A7	H1F0	2
ACTG2 SLC16A7	H1F0 SOX2 TGFB3	3
ACTG2 SLC16A7	HAO1	2
ACTG2 SLC16A7	HBE1	2
ACTG2 SLC16A7	HCN2	2
ACTG2 SLC16A7	HRG	2
ACTG2 SLC16A7	HRG RASGRF1	2
ACTG2 SLC16A7	HRG RYR1	2
ACTG2 SLC16A7	HRG TNFSF10	2
ACTG2 SLC16A7	HSP90AA1	2
ACTG2 SLC16A7	HTR2A	2
ACTG2 SLC16A7	IAPP	2
ACTG2 SLC16A7	ICAM4 PCSK5	2
ACTG2 SLC16A7	ID4	2
ACTG2 SLC16A7	IL2RA	2
ACTG2 SLC16A7	ITPR3	2
ACTG2 SLC16A7	ITPR3 PTPRR	2
ACTG2 SLC16A7	KCNA1	2
ACTG2 SLC16A7	KCNA1 RASGRF1 SRRM1	3
ACTG2 SLC16A7	KCNA1 UBQLN3	2
ACTG2 SLC16A7	KCNJ16	2
ACTG2 SLC16A7	KCNJ16 SCN2A	2
ACTG2 SLC16A7	KCNJ9 KIAA0922	2
ACTG2 SLC16A7	KCNQ1DN TRH	2
ACTG2 SLC16A7	KIAA0922	2
ACTG2 SLC16A7	KIF14	2
ACTG2 SLC16A7	KRT33B NCF1	2
ACTG2 SLC16A7	KRT33B SLC7A2	2
ACTG2 SLC16A7	LAMA2	2
ACTG2 SLC16A7	LAMA2 TLE4 TP53	3
ACTG2 SLC16A7	LAP3	2
ACTG2 SLC16A7	LFNG	2
ACTG2 SLC16A7	LRP2BP	2
ACTG2 SLC16A7	MED22	2
ACTG2 SLC16A7	MS4A2	2
ACTG2 SLC16A7	MTCH1	2
ACTG2 SLC16A7	MYO16	2
ACTG2 SLC16A7	MYO16 PRMT1	2
ACTG2 SLC16A7	MYO16 UBQLN3	2
ACTG2 SLC16A7	MYO3A	2
ACTG2 SLC16A7	NHLH2	2
ACTG2 SLC16A7	NHLH2 SERINC2 UBQLN3	3
ACTG2 SLC16A7	NPY2R	2
ACTG2 SLC16A7	NPY5R	2
ACTG2 SLC16A7	NPY5R SCN1B	2
ACTG2 SLC16A7	PABPN1	2
ACTG2 SLC16A7	PABPN1 SCN1B SLCO4C1	3
ACTG2 SLC16A7	PAIP2B	2
ACTG2 SLC16A7	PAIP2B SLC6A13	2
ACTG2 SLC16A7	PF4V1	2
ACTG2 SLC16A7	PLA2G2E	2
ACTG2 SLC16A7	PODXL	2
ACTG2 SLC16A7	POLQ	2
ACTG2 SLC16A7	PRMT1	2
ACTG2 SLC16A7	PRMT1 UBQLN3	2
ACTG2 SLC16A7	PTGER1	2
ACTG2 SLC16A7	PTPRR	2
ACTG2 SLC16A7	RASGRF1	2
ACTG2 SLC16A7	RASGRF1 STXBP2 TDO2	3
ACTG2 SLC16A7	RASGRP3	2
ACTG2 SLC16A7	RGS16	2
ACTG2 SLC16A7	RYR1	2
ACTG2 SLC16A7	RYR1 SSTR4	2
ACTG2 SLC16A7	SCN1B	2
ACTG2 SLC16A7	SCN2A	2
ACTG2 SLC16A7	SEC14L4	2
ACTG2 SLC16A7	SERINC2	2
ACTG2 SLC16A7	SLC12A2	2
ACTG2 SLC16A7	SLC16A7	-4
ACTG2 SLC16A7	SLC25A1	2
ACTG2 SLC16A7	SLC30A3	2
ACTG2 SLC16A7	SLC6A13	2
ACTG2 SLC16A7	SLC8A2	2
ACTG2 SLC16A7	SLCO1A2	2
ACTG2 SLC16A7	SLCO2A1	2
ACTG2 SLC16A7	SPAG8	2
ACTG2 SLC16A7	SRRM1	2
ACTG2 SLC16A7	SSTR4	2
ACTG2 SLC16A7	ST3GAL1	2
ACTG2 SLC16A7	STK39	2
ACTG2 SLC16A7	SV2B	2
ACTG2 SLC16A7	SYNE1	2
ACTG2 SLC16A7	TAS2R16	2
ACTG2 SLC16A7	TGFB3	2
ACTG2 SLC16A7	TLE4	2
ACTG2 SLC16A7	TLE4 TP53	2
ACTG2 SLC16A7	TMEM57	2
ACTG2 SLC16A7	TNFAIP8	2
ACTG2 SLC16A7	TNFSF10	2
ACTG2 SLC16A7	TNS1	2
ACTG2 SLC16A7	TP53	2
ACTG2 SLC16A7	TP53 TRPC6	2
ACTG2 SLC16A7	TRPC6	2
ACTG2 SLC16A7	TSGA10	2
ACTG2 SLC16A7	TST	2
ACTG2 SLC16A7	U2AF2	2
ACTG2 SLC16A7	UBQLN3	2
ACTG2 SLC16A7	UCN	2
ACTG2 SLC16A7	VPS4A	2
ACTG2 SLC16A7	WNT1	2
ACTG2 SNTG2	ACTG2 TP53	-4
ACTG2 SNTG2	ACVR2A DNAL4 MS4A2 POLQ	4
ACTG2 SNTG2	ADH1B	2
ACTG2 SNTG2	AK1 LAMA2 LXN POLQ	4
ACTG2 SNTG2	AMACR	2
ACTG2 SNTG2	AMACR HSP90AA1	2
ACTG2 SNTG2	ANK1	2
ACTG2 SNTG2	ANK1 NPHP1	2
ACTG2 SNTG2	ANK1 POLQ TNFSF10	3
ACTG2 SNTG2	ANK1 TP53	2
ACTG2 SNTG2	AQP7	2
ACTG2 SNTG2	AQP7 PTGER1	2
ACTG2 SNTG2	ARPC5L	2
ACTG2 SNTG2	ATP1B2	2
ACTG2 SNTG2	BCL2A1	2
ACTG2 SNTG2	BCL2A1 LAMA2	2
ACTG2 SNTG2	CALCA	2
ACTG2 SNTG2	CALCA NPTX1	2
ACTG2 SNTG2	CALCA TP53	2
ACTG2 SNTG2	CALML3	2
ACTG2 SNTG2	CARD9	2
ACTG2 SNTG2	CARD9 FGR SRRM1	3
ACTG2 SNTG2	CCDC121 SEC14L4 SPAG8	3
ACTG2 SNTG2	CCL2	2
ACTG2 SNTG2	CD209	2
ACTG2 SNTG2	CDK2	2
ACTG2 SNTG2	CDK2 GPR68	2
ACTG2 SNTG2	CDK2 SCN2A SLC8A2	3
ACTG2 SNTG2	CEP152	2
ACTG2 SNTG2	CLTCL1 ID4	2
ACTG2 SNTG2	COCH	2
ACTG2 SNTG2	COL1A2	2
ACTG2 SNTG2	COX17	2
ACTG2 SNTG2	COX17 LAMA2	2
ACTG2 SNTG2	CRB1	2
ACTG2 SNTG2	CREB1	2
ACTG2 SNTG2	CRYGC MAP3K1 POLQ	3
ACTG2 SNTG2	CXCL13	2
ACTG2 SNTG2	CXCL13 DLX5 LRP2BP	3
ACTG2 SNTG2	CXCL2	2
ACTG2 SNTG2	CXCL2 PTGER1	2
ACTG2 SNTG2	CYP1A1 LAMA2	2
ACTG2 SNTG2	CYP1A1 LAMA2 TRPC6	3
ACTG2 SNTG2	CYP1A1 NHLH2	2
ACTG2 SNTG2	CYP1A1 PABPN1	2
ACTG2 SNTG2	CYP3A4	2
ACTG2 SNTG2	CYP3A4 E2F6 ITPR3 SRRM1	4
ACTG2 SNTG2	CYP3A4 ELF3 POLQ	3
ACTG2 SNTG2	CYP3A4 FMO1 HNRNPL	3
ACTG2 SNTG2	CYP3A4 FXYD6	2
ACTG2 SNTG2	CYP3A4 PODXL	2
ACTG2 SNTG2	CYP4A11 GKN1 ZSCAN18	3
ACTG2 SNTG2	CYP4F8	2
ACTG2 SNTG2	CYP4F8 ICAM4	2
ACTG2 SNTG2	CYP4F8 MYO3A	2
ACTG2 SNTG2	DAPK2	2
ACTG2 SNTG2	DDR2 PRKCB	2
ACTG2 SNTG2	DLX5	2
ACTG2 SNTG2	DLX5 GRM4 TAS2R16	3
ACTG2 SNTG2	DNM3	2
ACTG2 SNTG2	DNM3 STXBP2	2
ACTG2 SNTG2	DPPA4	2
ACTG2 SNTG2	DPPA4 HRG	2
ACTG2 SNTG2	DTNA	2
ACTG2 SNTG2	DYNC1H1 SNAI1	2
ACTG2 SNTG2	E2F6 PTGER1	2
ACTG2 SNTG2	ELF3	2
ACTG2 SNTG2	ELF3 FGF22	2
ACTG2 SNTG2	ELF3 PTGER1	2
ACTG2 SNTG2	ELF3 SCN1B SLCO4C1	3
ACTG2 SNTG2	EPHA7	2
ACTG2 SNTG2	EWSR1	2
ACTG2 SNTG2	EWSR1 HRG	2
ACTG2 SNTG2	EWSR1 MED22	2
ACTG2 SNTG2	EWSR1 PRMT1	2
ACTG2 SNTG2	EWSR1 SCN2A	2
ACTG2 SNTG2	EWSR1 SLC7A2	2
ACTG2 SNTG2	EWSR1 SPRR1A	2
ACTG2 SNTG2	EWSR1 UBQLN3	2
ACTG2 SNTG2	FGA	2
ACTG2 SNTG2	FGB	2
ACTG2 SNTG2	FGF22	2
ACTG2 SNTG2	FGR	2
ACTG2 SNTG2	FXYD6	2
ACTG2 SNTG2	GAS1 TP53	2
ACTG2 SNTG2	GLDC ZSCAN18	2
ACTG2 SNTG2	GLTSCR2	2
ACTG2 SNTG2	GLTSCR2 MTCH1	2
ACTG2 SNTG2	GNG3	2
ACTG2 SNTG2	GNG3 HBE1	2
ACTG2 SNTG2	GNG3 HTR2A	2
ACTG2 SNTG2	GNG3 MTCH1	2
ACTG2 SNTG2	GNG3 SEC14L4	2
ACTG2 SNTG2	GNG3 TAS2R16	2
ACTG2 SNTG2	GPR68	2
ACTG2 SNTG2	GPR68 GRM4	2
ACTG2 SNTG2	GRM4	2
ACTG2 SNTG2	GRM4 ITPR3	2
ACTG2 SNTG2	GTF2F2	2
ACTG2 SNTG2	GUCY2D	2
ACTG2 SNTG2	H1F0	2
ACTG2 SNTG2	H1F0 SOX2 TGFB3	3
ACTG2 SNTG2	HAO1	2
ACTG2 SNTG2	HBE1	2
ACTG2 SNTG2	HCN2	2
ACTG2 SNTG2	HRG	2
ACTG2 SNTG2	HRG RASGRF1	2
ACTG2 SNTG2	HRG RYR1	2
ACTG2 SNTG2	HRG TNFSF10	2
ACTG2 SNTG2	HSP90AA1	2
ACTG2 SNTG2	HTR2A	2
ACTG2 SNTG2	IAPP	2
ACTG2 SNTG2	ICAM4 PCSK5	2
ACTG2 SNTG2	ID4	2
ACTG2 SNTG2	IL2RA	2
ACTG2 SNTG2	ITPR3	2
ACTG2 SNTG2	ITPR3 PTPRR	2
ACTG2 SNTG2	KCNA1	2
ACTG2 SNTG2	KCNA1 RASGRF1 SRRM1	3
ACTG2 SNTG2	KCNA1 UBQLN3	2
ACTG2 SNTG2	KCNJ16	2
ACTG2 SNTG2	KCNJ16 SCN2A	2
ACTG2 SNTG2	KCNJ9 KIAA0922	2
ACTG2 SNTG2	KCNQ1DN TRH	2
ACTG2 SNTG2	KIAA0922	2
ACTG2 SNTG2	KIF14	2
ACTG2 SNTG2	KRT33B NCF1	2
ACTG2 SNTG2	KRT33B SLC7A2	2
ACTG2 SNTG2	LAMA2	2
ACTG2 SNTG2	LAMA2 TLE4 TP53	3
ACTG2 SNTG2	LAP3	2
ACTG2 SNTG2	LFNG	2
ACTG2 SNTG2	LRP2BP	2
ACTG2 SNTG2	MED22	2
ACTG2 SNTG2	MS4A2	2
ACTG2 SNTG2	MTCH1	2
ACTG2 SNTG2	MYO16	2
ACTG2 SNTG2	MYO16 PRMT1	2
ACTG2 SNTG2	MYO16 UBQLN3	2
ACTG2 SNTG2	MYO3A	2
ACTG2 SNTG2	NHLH2	2
ACTG2 SNTG2	NHLH2 SERINC2 UBQLN3	3
ACTG2 SNTG2	NPY2R	2
ACTG2 SNTG2	NPY5R	2
ACTG2 SNTG2	NPY5R SCN1B	2
ACTG2 SNTG2	PABPN1	2
ACTG2 SNTG2	PABPN1 SCN1B SLCO4C1	3
ACTG2 SNTG2	PAIP2B	2
ACTG2 SNTG2	PAIP2B SLC6A13	2
ACTG2 SNTG2	PF4V1	2
ACTG2 SNTG2	PLA2G2E	2
ACTG2 SNTG2	PODXL	2
ACTG2 SNTG2	POLQ	2
ACTG2 SNTG2	PRMT1	2
ACTG2 SNTG2	PRMT1 UBQLN3	2
ACTG2 SNTG2	PTGER1	2
ACTG2 SNTG2	PTPRR	2
ACTG2 SNTG2	RASGRF1	2
ACTG2 SNTG2	RASGRF1 STXBP2 TDO2	3
ACTG2 SNTG2	RASGRP3	2
ACTG2 SNTG2	RGS16	2
ACTG2 SNTG2	RYR1	2
ACTG2 SNTG2	RYR1 SSTR4	2
ACTG2 SNTG2	SCN1B	2
ACTG2 SNTG2	SCN2A	2
ACTG2 SNTG2	SEC14L4	2
ACTG2 SNTG2	SERINC2	2
ACTG2 SNTG2	SLC12A2	2
ACTG2 SNTG2	SLC16A7	2
ACTG2 SNTG2	SLC25A1	2
ACTG2 SNTG2	SLC30A3	2
ACTG2 SNTG2	SLC6A13	2
ACTG2 SNTG2	SLC8A2	2
ACTG2 SNTG2	SLCO1A2	2
ACTG2 SNTG2	SLCO2A1	2
ACTG2 SNTG2	SPAG8	2
ACTG2 SNTG2	SRRM1	2
ACTG2 SNTG2	SSTR4	2
ACTG2 SNTG2	ST3GAL1	2
ACTG2 SNTG2	STK39	2
ACTG2 SNTG2	SV2B	2
ACTG2 SNTG2	SYNE1	2
ACTG2 SNTG2	TAS2R16	2
ACTG2 SNTG2	TGFB3	2
ACTG2 SNTG2	TLE4	2
ACTG2 SNTG2	TLE4 TP53	2
ACTG2 SNTG2	TMEM57	2
ACTG2 SNTG2	TNFAIP8	2
ACTG2 SNTG2	TNFSF10	2
ACTG2 SNTG2	TNS1	2
ACTG2 SNTG2	TP53	2
ACTG2 SNTG2	TP53 TRPC6	2
ACTG2 SNTG2	TRPC6	2
ACTG2 SNTG2	TSGA10	2
ACTG2 SNTG2	TST	2
ACTG2 SNTG2	U2AF2	2
ACTG2 SNTG2	UBQLN3	2
ACTG2 SNTG2	UCN	2
ACTG2 SNTG2	VPS4A	2
ACTG2 SNTG2	WNT1	2
ACTG2 TP53	ACVR2A DNAL4 MS4A2 POLQ	4
ACTG2 TP53	ADH1B	2
ACTG2 TP53	AK1 LAMA2 LXN POLQ	4
ACTG2 TP53	AMACR	2
ACTG2 TP53	AMACR HSP90AA1	2
ACTG2 TP53	ANK1	2
ACTG2 TP53	ANK1 NPHP1	2
ACTG2 TP53	ANK1 POLQ TNFSF10	3
ACTG2 TP53	ANK1 TP53	-4
ACTG2 TP53	AQP7	2
ACTG2 TP53	AQP7 PTGER1	2
ACTG2 TP53	ARPC5L	2
ACTG2 TP53	ATP1B2	2
ACTG2 TP53	BCL2A1	2
ACTG2 TP53	BCL2A1 LAMA2	2
ACTG2 TP53	CALCA	2
ACTG2 TP53	CALCA NPTX1	2
ACTG2 TP53	CALCA TP53	-4
ACTG2 TP53	CALML3	2
ACTG2 TP53	CARD9	2
ACTG2 TP53	CARD9 FGR SRRM1	3
ACTG2 TP53	CCDC121 SEC14L4 SPAG8	3
ACTG2 TP53	CCL2	2
ACTG2 TP53	CD209	2
ACTG2 TP53	CDK2	2
ACTG2 TP53	CDK2 GPR68	2
ACTG2 TP53	CDK2 SCN2A SLC8A2	3
ACTG2 TP53	CEP152	2
ACTG2 TP53	CLTCL1 ID4	2
ACTG2 TP53	COCH	2
ACTG2 TP53	COL1A2	2
ACTG2 TP53	COX17	2
ACTG2 TP53	COX17 LAMA2	2
ACTG2 TP53	CRB1	2
ACTG2 TP53	CREB1	2
ACTG2 TP53	CRYGC MAP3K1 POLQ	3
ACTG2 TP53	CXCL13	2
ACTG2 TP53	CXCL13 DLX5 LRP2BP	3
ACTG2 TP53	CXCL2	2
ACTG2 TP53	CXCL2 PTGER1	2
ACTG2 TP53	CYP1A1 LAMA2	2
ACTG2 TP53	CYP1A1 LAMA2 TRPC6	3
ACTG2 TP53	CYP1A1 NHLH2	2
ACTG2 TP53	CYP1A1 PABPN1	2
ACTG2 TP53	CYP3A4	2
ACTG2 TP53	CYP3A4 E2F6 ITPR3 SRRM1	4
ACTG2 TP53	CYP3A4 ELF3 POLQ	3
ACTG2 TP53	CYP3A4 FMO1 HNRNPL	3
ACTG2 TP53	CYP3A4 FXYD6	2
ACTG2 TP53	CYP3A4 PODXL	2
ACTG2 TP53	CYP4A11 GKN1 ZSCAN18	3
ACTG2 TP53	CYP4F8	2
ACTG2 TP53	CYP4F8 ICAM4	2
ACTG2 TP53	CYP4F8 MYO3A	2
ACTG2 TP53	DAPK2	2
ACTG2 TP53	DDR2 PRKCB	2
ACTG2 TP53	DLX5	2
ACTG2 TP53	DLX5 GRM4 TAS2R16	3
ACTG2 TP53	DNM3	2
ACTG2 TP53	DNM3 STXBP2	2
ACTG2 TP53	DPPA4	2
ACTG2 TP53	DPPA4 HRG	2
ACTG2 TP53	DTNA	2
ACTG2 TP53	DYNC1H1 SNAI1	2
ACTG2 TP53	E2F6 PTGER1	2
ACTG2 TP53	ELF3	2
ACTG2 TP53	ELF3 FGF22	2
ACTG2 TP53	ELF3 PTGER1	2
ACTG2 TP53	ELF3 SCN1B SLCO4C1	3
ACTG2 TP53	EPHA7	2
ACTG2 TP53	EWSR1	2
ACTG2 TP53	EWSR1 HRG	2
ACTG2 TP53	EWSR1 MED22	2
ACTG2 TP53	EWSR1 PRMT1	2
ACTG2 TP53	EWSR1 SCN2A	2
ACTG2 TP53	EWSR1 SLC7A2	2
ACTG2 TP53	EWSR1 SPRR1A	2
ACTG2 TP53	EWSR1 UBQLN3	2
ACTG2 TP53	FGA	2
ACTG2 TP53	FGB	2
ACTG2 TP53	FGF22	2
ACTG2 TP53	FGR	2
ACTG2 TP53	FXYD6	2
ACTG2 TP53	GAS1 TP53	-4
ACTG2 TP53	GLDC ZSCAN18	2
ACTG2 TP53	GLTSCR2	2
ACTG2 TP53	GLTSCR2 MTCH1	2
ACTG2 TP53	GNG3	2
ACTG2 TP53	GNG3 HBE1	2
ACTG2 TP53	GNG3 HTR2A	2
ACTG2 TP53	GNG3 MTCH1	2
ACTG2 TP53	GNG3 SEC14L4	2
ACTG2 TP53	GNG3 TAS2R16	2
ACTG2 TP53	GPR68	2
ACTG2 TP53	GPR68 GRM4	2
ACTG2 TP53	GRM4	2
ACTG2 TP53	GRM4 ITPR3	2
ACTG2 TP53	GTF2F2	2
ACTG2 TP53	GUCY2D	2
ACTG2 TP53	H1F0	2
ACTG2 TP53	H1F0 SOX2 TGFB3	3
ACTG2 TP53	HAO1	2
ACTG2 TP53	HBE1	2
ACTG2 TP53	HCN2	2
ACTG2 TP53	HRG	2
ACTG2 TP53	HRG RASGRF1	2
ACTG2 TP53	HRG RYR1	2
ACTG2 TP53	HRG TNFSF10	2
ACTG2 TP53	HSP90AA1	2
ACTG2 TP53	HTR2A	2
ACTG2 TP53	IAPP	2
ACTG2 TP53	ICAM4 PCSK5	2
ACTG2 TP53	ID4	2
ACTG2 TP53	IL2RA	2
ACTG2 TP53	ITPR3	2
ACTG2 TP53	ITPR3 PTPRR	2
ACTG2 TP53	KCNA1	2
ACTG2 TP53	KCNA1 RASGRF1 SRRM1	3
ACTG2 TP53	KCNA1 UBQLN3	2
ACTG2 TP53	KCNJ16	2
ACTG2 TP53	KCNJ16 SCN2A	2
ACTG2 TP53	KCNJ9 KIAA0922	2
ACTG2 TP53	KCNQ1DN TRH	2
ACTG2 TP53	KIAA0922	2
ACTG2 TP53	KIF14	2
ACTG2 TP53	KRT33B NCF1	2
ACTG2 TP53	KRT33B SLC7A2	2
ACTG2 TP53	LAMA2	2
ACTG2 TP53	LAMA2 TLE4 TP53	-3
ACTG2 TP53	LAP3	2
ACTG2 TP53	LFNG	2
